,img_url,product_name,price,city,location,rating,url,quantity_sold,shop_name
0,0,Paket Ashitaki 2,99000,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,9 ,
1,0,"Fitmee - FitMee BAYAM / (Shirataki Noodle) Low Calorie Mie Diet Bebas Kolestrol, Rendah Gula dan Tinggi Serat","18500
18250",KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,1800 ,
2,0,"Ashitaki - Mi Goreng Original 75gr - Mie Tanpa Pengawet
Pilih 3, diskon 3%","24900
23500",KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,,,2300 ,
3,0,Ashitaki Mie Rebus Soto - Goreng Original - Goreng ala Jepang,19240,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,1700 ,
4,0,"Ashitaki - Mi Rebus Soto 75gr - Mie Rendah Kalori
Pilih 3, diskon 3%","24900
23500",KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,,,1900 ,
5,0,Fit Mee Mie Konyaku Shirataki Mie Goreng - Soto Low Callories,17700,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,3100 ,
6,0,"ASHITAKI MIE SHIRATAKI DIET SEHAT | SHIRATAKI NOODLE MIE INSTAN
Cashback 50%",18999,KAB. TANGERANG,KAB. TANGERANG,,,3600 ,
7,0,Ashitaki mie Rendah Kalori,"20000
18800",KOTA DEPOK,KOTA DEPOK,,,100 ,
8,0,Ashitaki - Mie Rendah Kalori Shirataki Tanpa Pengawet Mi Goreng Jepang Goreng Original,19053 - 39572,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,90 ,
9,0,Shirataki Vermicelli Noodle | Mie Shirataki | Mie Keto 250g,29870,KOTA SURABAYA,KOTA SURABAYA,,,61 ,
10,0,ASHITAKI MIE SHIRATAKI DIET SEHAT ASHITABA | SHIRATAKI NOODLE MIE INSTAN,19790 - 20490,KAB. TANGERANG,KAB. TANGERANG,,,1000 ,
11,0,Ashitaki - Mie Shirataki Diet Sehat | Shirataki Noodle Mie Instant,"25000
19950",KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,950 ,
12,0,Dry Shirataki - Mie Kering Shirataki ( isi 10pcs ) 250g,39000,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,200 ,
13,0,"ASHITAKI MIE GORENG JEPANG ORIGINAL SOTO VEGAN KARI PEDAS BULGOGI CREAMY SAUCE SHIRATAKI ASHITABA MI SIRATAKI DIET KONYAKU NASI BERAS SIRATAKI PORANG BASAH KERING RICE NOODLE DEBM KETO PENURUN BERAT BADAN PELANGSING PRUNE PLUM CHIA SEED FITMEE FITME CIA
Pilih 3, diskon 1%","30000
19900",KOTA MADIUN,KOTA MADIUN,,,1100 ,
14,0,Mie Diet Sehat / Mie Shirataki kering / Mie Shirataki,9990 - 44990,KOTA DENPASAR,KOTA DENPASAR,,,16 ,
15,0,Fit mee Mie Shirataki Rasa Mie goreng korea Keto,15499,KAB. TANGERANG,KAB. TANGERANG,,,1300 ,
16,0,"Wet Shirataki Noodle (Mie Shirataki Basah) 200Gram
Pilih 2, bayar Rp17.500",8550,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,3100 ,
17,0,Fitmee Mie Shirataki Shiratake Sirataki Konnyaku Instan Halal,16800,KAB. TANGERANG,KAB. TANGERANG,,,468 ,
18,0,FITMEE Mie Diet Shirataki / Mie Low Carbo (92 gram) - All Variant,18900,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,1700 ,
19,0,ASHITAKI MIE SHIRATAKI DIET SEHAT | SHIRATAKI NOODLE MIE INSTAN,18499,KAB. TANGERANG,KAB. TANGERANG,,,1700 ,
20,0,Mie Low Callories Ashitaki Ashitaba Shirataki,19800,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,350 ,
21,0,Ashitaki Mie Shirataki Instant Diet,"24999
24599",KOTA MEDAN,KOTA MEDAN,,,439 ,
22,0,Mie shirataki bihun shirataki fettucini tsubu shirataki,8200 - 9200,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,491 ,
23,0,Fitmee Mie Shirataki Shiratake Sirataki Konnyaku Instan Halal,16800,KAB. TANGERANG,KAB. TANGERANG,,,392 ,
24,0,Wet Shirataki Noodle (Mie Shirataki Basah) Per-Dus/Carton,190000,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,189 ,
25,0,Ashitaki Mi Instan (Ashitaba & Shirataki),18490 - 18990,KOTA BANDUNG,KOTA BANDUNG,,,1000 ,
26,0,Fitmee Mie Shirataki - Konnyaku Sehat Instan Halal Fitmee Ayam Bawang Soto Carbonara,18200 - 36400,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,724 ,
27,0,"FITMEE MIE SHIRATAKI ALL VARIAN | SHIRATAKI NOODLE MIE SEHAT Bonus KORORO
Cashback 50%",15499,KAB. TANGERANG,KAB. TANGERANG,,,5100 ,
28,0,FITMEE MIE SHIRATAKI ALL VARIAN | SHIRATAKI NOODLE MIE SEHAT,"25000
18499",KAB. TANGERANG,KAB. TANGERANG,,,1000 ,
29,0,Fitmee - Fit Mee / Mie Shirataki Goreng Korea / Soto / Carbonara / Ayam / Bolognese / Goreng Sapi,18900,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,2200 ,
30,0,Mie Shirataki Basah Ketogenic Diet Keto 1 Dus 25 x 200 gr - Mr Ishii,175000,KOTA SURABAYA,KOTA SURABAYA,,,165 ,
31,0,Shirataki Noodle Hijau Mr Ishii | Mie Shirataki Jepang Halal 200 gr,10500,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,2900 ,
32,0,ASHITAKI Mi Rebus Shirataki Soto - Diet Keto Non MSG,18780,KOTA SURABAYA,KOTA SURABAYA,,,196 ,
33,0,Ashitaki Mie Shirataki Rebus Soto / Kari Ayam - Instanst sehat NON MSG low carbo diet keto,18700,KOTA SURABAYA,KOTA SURABAYA,,,1700 ,
34,0,Ashitaki Mie Instan Ashitaba Shirataki 68 gram,18500,KAB. TANGERANG,KAB. TANGERANG,,,504 ,
35,0,Dry Shirataki atau Mie Shirataki (mie kering),39500,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,7300 ,
36,0,Mie Shirataki Hijau Basah Ketogenic Diet Keto 1 Dus 25 bungkus,182500,KAB. TANGERANG,KAB. TANGERANG,,,43 ,
37,0,Mie basah shirataki biru,475000,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,56 ,
38,0,mie kering sirataki/gluten free/diet keto/dry noodle sirataki 250gr(pakai kurir anter aja wajib),"55000
38500",KOTA DEPOK,KOTA DEPOK,,,826 ,
39,0,Ashitaki Mi Goreng Original 1 DUS ISI 12PCS (12x75gr),227100,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,65 ,
40,0,Ashitaki Mie Rebus Low Calori - Kari Ayam,"22000
19100",KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,34 ,
41,0,mie shirataki basah hijau/ wet noddle shirataki green 200gr cocok untuk diet,"15000
8700",KOTA DEPOK,KOTA DEPOK,,,191 ,
42,0,Mr. Ishii Lokal - Mie Shirataki Ito Konnyaku 200 g,"9900
8900",KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,,,2600 ,
43,0,"khusus gojek Mie shirataki basah , wet sirataki noodle , diet keto / ketogenic 1dus",185000,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,525 ,
44,0,"Mie Shirataki Basah Instan | Mie Shirataki Basah + Bumbu + Ayam | Halal
Hadiah Gratis",10360 - 18000,KOTA SURABAYA,KOTA SURABAYA,,,715 ,
45,0,ASHITAKI Mie Shirataki - Mi Instan Diet Sehat - Ashitaba Konjac Noodle - Rendah Kalori,19900 - 20400,KOTA SURABAYA,KOTA SURABAYA,,,283 ,
46,0,Mie Shirataki Noodle Fitmee Soto Bolognese Goreng Carbonara,17750 - 20000,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,1600 ,
47,0,"Mie Shirataki Basah | Wet Shirataki Kwetiau Noodle | 350gram | Halal MUI Diet Keto NoGluten Konnyaku
Hadiah Gratis","20000
8500",KOTA SURABAYA,KOTA SURABAYA,,,330 ,
48,0,Mr Ishii Mie Shirataki Basah 200 gr,9600,KOTA MEDAN,KOTA MEDAN,,,154 ,
49,0,Mie Basah Shirataki / Shirataki Wet Noodle / Shirataki Itto / Mie Basah Matang / Diet Keto [200 gr],7400 - 7920,KOTA MALANG,KOTA MALANG,,,200 ,
50,0,Mie Shirataki Kering Dry Shirataki Ketogenic Diet Keto Low Carbo 250gr,45000,KOTA MAKASSAR,KOTA MAKASSAR,,,204 ,
51,0,Mie Shirataki Wet noodles isshi ito hijau isi 25 khusus gojek/grab,181500,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,27 ,
52,0,PAKET SHIRATAKI | Bihun - Mie - Tsubu - Fettucini Shirataki @ 1 pcs,"37730
32800",KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,6 ,
53,0,Mie Kering Shirataki Dry Shirataki Noodle,39250,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,110 ,
54,0,Fit Mee Mie Shirataki Fitmee Beli 2 All Varian Gratis 1 Varian CARBONARA,18000,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,1000 ,
55,0,Mr Ishii Mie Shirataki Basah (200 gr),10999,KOTA MEDAN,KOTA MEDAN,,,1200 ,
56,0,Konnyaku Blok (Shirataki Konnyaku Low Carbs-Ketogenic) 500Gram,16000,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,539 ,
57,0,Ashitaki Mi Goreng Creamy Sauce 85gr (Mie Rendah Kalori),22700,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,96 ,
58,0,Ashitaki Mi Goreng Original 75gr (Mie Rendah Kalori),22700,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,247 ,
59,0,Ashitaki Mi Goreng Original,19900,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,18 ,
60,0,Paket Ashitaki 2,99000,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,9 ,
61,0,"Fitmee - FitMee BAYAM / (Shirataki Noodle) Low Calorie Mie Diet Bebas Kolestrol, Rendah Gula dan Tinggi Serat","18500
18250",KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,1800 ,
62,0,"Ashitaki - Mi Goreng Original 75gr - Mie Tanpa Pengawet
Pilih 3, diskon 3%","24900
23500",KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,,,2300 ,
63,0,Ashitaki Mie Rebus Soto - Goreng Original - Goreng ala Jepang,19240,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,1700 ,
64,0,"Ashitaki - Mi Rebus Soto 75gr - Mie Rendah Kalori
Pilih 3, diskon 3%","24900
23500",KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,,,1900 ,
65,0,Fit Mee Mie Konyaku Shirataki Mie Goreng - Soto Low Callories,17700,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,3100 ,
66,0,"ASHITAKI MIE SHIRATAKI DIET SEHAT | SHIRATAKI NOODLE MIE INSTAN
Cashback 50%",18999,KAB. TANGERANG,KAB. TANGERANG,,,3600 ,
67,0,Ashitaki mie Rendah Kalori,"20000
18800",KOTA DEPOK,KOTA DEPOK,,,100 ,
68,0,Ashitaki - Mie Rendah Kalori Shirataki Tanpa Pengawet Mi Goreng Jepang Goreng Original,19053 - 39572,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,90 ,
69,0,Shirataki Vermicelli Noodle | Mie Shirataki | Mie Keto 250g,29870,KOTA SURABAYA,KOTA SURABAYA,,,61 ,
70,0,ASHITAKI MIE SHIRATAKI DIET SEHAT ASHITABA | SHIRATAKI NOODLE MIE INSTAN,19790 - 20490,KAB. TANGERANG,KAB. TANGERANG,,,1000 ,
71,0,Ashitaki - Mie Shirataki Diet Sehat | Shirataki Noodle Mie Instant,"25000
19950",KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,950 ,
72,0,Dry Shirataki - Mie Kering Shirataki ( isi 10pcs ) 250g,39000,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,200 ,
73,0,"ASHITAKI MIE GORENG JEPANG ORIGINAL SOTO VEGAN KARI PEDAS BULGOGI CREAMY SAUCE SHIRATAKI ASHITABA MI SIRATAKI DIET KONYAKU NASI BERAS SIRATAKI PORANG BASAH KERING RICE NOODLE DEBM KETO PENURUN BERAT BADAN PELANGSING PRUNE PLUM CHIA SEED FITMEE FITME CIA
Pilih 3, diskon 1%","30000
19900",KOTA MADIUN,KOTA MADIUN,,,1100 ,
74,0,Mie Diet Sehat / Mie Shirataki kering / Mie Shirataki,9990 - 44990,KOTA DENPASAR,KOTA DENPASAR,,,16 ,
75,0,Fit mee Mie Shirataki Rasa Mie goreng korea Keto,15499,KAB. TANGERANG,KAB. TANGERANG,,,1300 ,
76,0,"Wet Shirataki Noodle (Mie Shirataki Basah) 200Gram
Pilih 2, bayar Rp17.500",8550,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,3100 ,
77,0,Fitmee Mie Shirataki Shiratake Sirataki Konnyaku Instan Halal,16800,KAB. TANGERANG,KAB. TANGERANG,,,468 ,
78,0,FITMEE Mie Diet Shirataki / Mie Low Carbo (92 gram) - All Variant,18900,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,1700 ,
79,0,ASHITAKI MIE SHIRATAKI DIET SEHAT | SHIRATAKI NOODLE MIE INSTAN,18499,KAB. TANGERANG,KAB. TANGERANG,,,1700 ,
80,0,Mie Low Callories Ashitaki Ashitaba Shirataki,19800,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,350 ,
81,0,Ashitaki Mie Shirataki Instant Diet,"24999
24599",KOTA MEDAN,KOTA MEDAN,,,439 ,
82,0,Mie shirataki bihun shirataki fettucini tsubu shirataki,8200 - 9200,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,491 ,
83,0,Fitmee Mie Shirataki Shiratake Sirataki Konnyaku Instan Halal,16800,KAB. TANGERANG,KAB. TANGERANG,,,392 ,
84,0,Wet Shirataki Noodle (Mie Shirataki Basah) Per-Dus/Carton,190000,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,189 ,
85,0,Ashitaki Mi Instan (Ashitaba & Shirataki),18490 - 18990,KOTA BANDUNG,KOTA BANDUNG,,,1000 ,
86,0,Fitmee Mie Shirataki - Konnyaku Sehat Instan Halal Fitmee Ayam Bawang Soto Carbonara,18200 - 36400,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,724 ,
87,0,"FITMEE MIE SHIRATAKI ALL VARIAN | SHIRATAKI NOODLE MIE SEHAT Bonus KORORO
Cashback 50%",15499,KAB. TANGERANG,KAB. TANGERANG,,,5100 ,
88,0,FITMEE MIE SHIRATAKI ALL VARIAN | SHIRATAKI NOODLE MIE SEHAT,"25000
18499",KAB. TANGERANG,KAB. TANGERANG,,,1000 ,
89,0,Fitmee - Fit Mee / Mie Shirataki Goreng Korea / Soto / Carbonara / Ayam / Bolognese / Goreng Sapi,18900,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,2200 ,
90,0,Mie Shirataki Basah Ketogenic Diet Keto 1 Dus 25 x 200 gr - Mr Ishii,175000,KOTA SURABAYA,KOTA SURABAYA,,,165 ,
91,0,Shirataki Noodle Hijau Mr Ishii | Mie Shirataki Jepang Halal 200 gr,10500,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,2900 ,
92,0,ASHITAKI Mi Rebus Shirataki Soto - Diet Keto Non MSG,18780,KOTA SURABAYA,KOTA SURABAYA,,,196 ,
93,0,Ashitaki Mie Shirataki Rebus Soto / Kari Ayam - Instanst sehat NON MSG low carbo diet keto,18700,KOTA SURABAYA,KOTA SURABAYA,,,1700 ,
94,0,Ashitaki Mie Instan Ashitaba Shirataki 68 gram,18500,KAB. TANGERANG,KAB. TANGERANG,,,504 ,
95,0,Dry Shirataki atau Mie Shirataki (mie kering),39500,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,7300 ,
96,0,Mie Shirataki Hijau Basah Ketogenic Diet Keto 1 Dus 25 bungkus,182500,KAB. TANGERANG,KAB. TANGERANG,,,43 ,
97,0,Mie basah shirataki biru,475000,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,,,56 ,
98,0,mie kering sirataki/gluten free/diet keto/dry noodle sirataki 250gr(pakai kurir anter aja wajib),"55000
38500",KOTA DEPOK,KOTA DEPOK,,,826 ,
99,0,Ashitaki Mi Goreng Original 1 DUS ISI 12PCS (12x75gr),227100,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,,,65 ,
100,0,Ashitaki Mie Rebus Low Calori - Kari Ayam,"22000
19100",KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,34 ,
101,0,mie shirataki basah hijau/ wet noddle shirataki green 200gr cocok untuk diet,"15000
8700",KOTA DEPOK,KOTA DEPOK,,,191 ,
102,0,Mr. Ishii Lokal - Mie Shirataki Ito Konnyaku 200 g,"9900
8900",KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,,,2600 ,
103,0,"khusus gojek Mie shirataki basah , wet sirataki noodle , diet keto / ketogenic 1dus",185000,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,,,525 ,
104,0,"Mie Shirataki Basah Instan | Mie Shirataki Basah + Bumbu + Ayam | Halal
Hadiah Gratis",10360 - 18000,KOTA SURABAYA,KOTA SURABAYA,,,715 ,
105,0,ASHITAKI Mie Shirataki - Mi Instan Diet Sehat - Ashitaba Konjac Noodle - Rendah Kalori,19900 - 20400,KOTA SURABAYA,KOTA SURABAYA,,,283 ,
106,0,Mie Shirataki Noodle Fitmee Soto Bolognese Goreng Carbonara,17750 - 20000,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,,,1600 ,
